content,score,sentiment_clean
Give me back my Spiderman NWH ticket please!!!!,1,negative
Penipu !,1,negative
"Tiket di refund sepihak h-1 nonton, bye tix id srsly",1,negative
tukang refund,1,negative
refund secara sepihak tanpa ijin,1,negative
WORST APPS EVER! Refund dan batalin tiket secara sepihak!,1,negative
refund?,1,negative
Tiket kena refund H-1. Nice.,1,mixed
👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻,1,negative
You guys sucks,1,negative
Gak jelas tiba2 refund,1,negative
"Server baikin dulu bos, ga pernah belajar dr pengalaman apa gimana. Hobi bgt error kalo urusan presale",1,negative
Gmn nieee kokkk tiket saya direfund padahal udh h-1 penayangan dan ga minta refund jg di awal🙂🙂,1,negative
"Tiket tiba2 ke refund sendiri!!!jelek bgt pelayanan nya!!!mudah beli tiket,apa nya?ga mutu!!!",1,negative
JANGAN INSTALL APP INI KALIAN AKAN MENYESAL,1,negative
kalo mau refund tiket kasi persetujuan lain kali zz,1,negative
Jahat banget tiba-tiba refund tiket tanpa konfirmasi,1,negative
BENERIN SISTEMNYA!!! KECEWA TIKET TIBA TIBA REFUND DI H-1!!!!!,1,negative
"I don't need your goddamn refund, I just need my ticket and my seat back to me!!!!",1,negative
Babi,1,mixed
Just awful really,1,negative
WAKWAW,1,mixed
Cancel tiket spidey nwh seenak jidatnya aje bang,1,negative
yahayu bintang 1 karena refund tiket sepihak,1,negative
Ampas. Tiket spiderman yang dibeli awal2 pre-sale tiba2 di refund secara sepihak.,1,negative
Refund.id,1,negative
"Boooo, merefund tiket presale secara sepihak di H-1 penayangan filmnya dengan alasan kesalahan teknis tapi seatnya masih tetep ga bisa dipesen lagi di aplikasi lain dan filmnya tiba2 mendadak ilang di aplikasi tixid. What a shame tixid",1,negative
Kecewa tiket spiderman nwh saya tiba2 direfund secara sepihak,1,mixed
Tiba tiba refund tiket tanpa ba bi bu. Cakep bener,1,mixed
TIBA TIBA REFUND H-1 PENAYANGAN,1,mixed
refund? really?,1,negative
"Kecewa banget, tiket spiderman no way home direfund sepihak. Udah. Nggak akan makek lagi. Dan gak akan ngerekomendasi tix id ke orang2. Aplikasi buruk.",1,negative
"PARAH BGT GILIRAN FILM BOOMING ADAAJA TBTB REFUND SEPIHAKNYA, DR ENDGAME SAMPE NWH SKRG, TOLONG DONG UDH BERTAHUN TAHUN LALU, PERBAIKIN SISTEMNYA YG BENER",1,negative
"sering kali tiket yang sudah dibeli ditarik secara sepihak oleh TIX.ID tanpa pemberitahuan dahulu, dengan keterangan refund. saya merasa dirugikan karena ini",1,mixed
"Already paid for the ticket, 3 days later got refund, said it was system error, so funny...Tix Id",1,negative
Aneh refund tiba tiba,1,mixed
Refund dadakan ya,2,negative
Give me back my ticket not my money!!!,1,negative
"TIBA2 REFUND SENDIRI, KALO GA NIAT JUALAN ADVANCED TIKET SALE, YA GAUSAH. MENDING PAKE MTIX LANGSUNG! FCUK!!!!",1,negative
tiket spiderman gw mana,1,mixed
👎,1,negative
APP OF THE YEAR,1,mixed
"Yang bener aja udah beli film spiderman tbtb di refund, kalo kemarin langsung refund gapapa dah, ini udh h-2 yaa udah penuh lah tolol",1,negative
"H-1 direfund, Uninstall aja elah!",1,negative
ga bener.,1,mixed
"Uninstall aja nih aplikasi, main refund sepihak!",1,negative
"Aplikasi nya diupdate lagi, biar koin bisa kepake, sayang kalo kedaluarsa terus. TIKET Spiderman NO WAY HOME SAMA DISKON DANA NYA BALIKIN WOYYYY...",1,negative
Refund my fookin nwh ticket in H-1,1,negative
h-1 penayangan nwh malah direfund 👎🏻,1,negative
Ngebatalin tiket no way home massal H-1. Maksudnya kalian gimana?,1,negative
Refund sepihak.,1,negative
This app refunded user without CONSENT for a presale ticket that was supposed to be NON-REFUNDABLE. I ended up signing up for M-Tix app and wasting 100k rupiah simply to buy 1 31k ticket and I can't even get my old seat back!!!!,1,negative
Balikin tiket gw,1,mixed
"Tiket Spiderman NWH yang dibeli hari pertama ATS pukul 00.16 direfund H-1 tayang tanpa ada kompensasi apapun dari Tix.id, jawaban Customer Service pun template, aplikasi tiket nomor 1 tersampah di Indonesia 🖕🖕",1,negative
Aplikasi bodoh,1,negative
"Aplikasi tolol H-1 malah di refund,mau komplain juga gak bisa. Not recommended",1,negative
"bangke bener ini tix id, tiket tiba² kena refund sendiri -_-, mending beli di calo sumpah kalo gk jelas gini",1,negative
"Suddenly refunded my Spiderman No Way Home presale ticket out of nowhere, I'm not even apply any refund, the ticket was super hard to buy because there was a lot of people trying to buy it. I'm really disappointed with tix id.",1,negative
"Very bad service,tiket dibatalkan dan disuruh order ulang,kalau dibatalkan sepihak setidaknya tanggung jawablah dengan mengorderkan tiket,kita sudah menyisihkan waktu untuk pre order malam2 rebutan,dan dibatalkan sepihak,",1,negative
TIKET NWH DIREFUND MASSAL H-1 R U KIDDING US?,1,negative
Tiket nwh ke refund sendiri padahal ga minta.. Mana h-1 hadeeehhh,1,negative
Tiket saya di refund tanpa alasan jelas,1,negative
Tiba tiket kena refund,1,mixed
aplikasi ini memudahkan saya untuk memesan ticket bioskop dan mencari informasi mengenai film yang akan tayang.,5,mixed
give me back my no way home ticket,1,negative
Parah tiba2 refund sendiri advance sales Spider-Man NWH.. 👎🏿👎🏿👎🏿👎🏿👎🏿,1,negative
Aplikasi ini bagus sekali. Ramah lingkungan.. hebat pokoknya.. mantap,5,mixed
WEH KENAPA TIKET SPIDERMAN GW KE REFUND??,1,negative
Spiderman astaga,1,mixed
"BELI TIKET SAMPE BEGADANG UJUNG2NYA DI REFUND SEPIHAK, ANEH!!!!",1,negative
kali ini kecewa tiba2 tiket film spiderman di refund tanpa sebab jelas 👎,1,negative
"Proses cepat tapi SANGAT DISAYANGKAN tidak ada yg lebih spesial dari penggunaan aplikasi ini,malah lebih mahal dibanding pembelian langsung di counter penjualan tiket di bioskop. Seharusnya pengguna aplikasi ini diberikan kelebihan dg memberi harga khusus yg lebih murah dibandingkan pembelian langsung di loket penjualan tiket bioskop.Tentunya hal ini juga memberikan keuntungan bagi pihak bioskop dan penyedia layanan",2,negative
"What's wrong with TIX ID? My ticket suddenly got refund. The system is too bad, not gonna use TIX ID anymore.",1,negative
"This app is so great, easier to order cinema's ticket without waiting for queue.",5,positive
bagus sekali sahabat,5,positive
"Not bad, but this app somtimes error before buys the tickets.",4,mixed
When I open this apl ... it's notice that the Internet not Secure.,2,negative
"The apps feel lights and fluid, however the extra ""convenience fee"" doesn't make sense at all. Way too expensive the more seats you want to order. Very few promotions and the loyalty feature that still WIP. Hope there are no ads that cover the entire screen for the next update. Couldn't recommend to everyone for now.",2,mixed
Very good,5,positive
"Keren simple ui ux nya, kalo bisa ditambah lagi metode pembayaran e walletnya 😁",5,positive
Membantu banget terima kasih,5,mixed
Good apps,5,N/A
Dengan TIX ID kamu seperti punya orang dalam yang bisa membantu kamu beli tiket nonton film favorit kamu,5,mixed
"more.payment method please except dana. other than that, its a great apps",4,mixed
knapa hanya DANA ga ada pilihan lain. Langsung uninstall lagi.,1,negative
Ok,4,positive
Nice apps,5,positive
Mantaaap,5,mixed
Nice App,5,positive
"Sudah pakai app ini bertahun2 baru kemarin ada masalah pas pembayaran yaitu sudah selesai membayar tapi yg muncul malah tulisan WAKTU TELAH HABIS ya saya pikir transaksi gagal dong karena waktu habis????? Trus saya jadi booking ulang untuk kursi yg lain, ehhh ternyata pas dicek di daftar tiket, transaksi yg pertama itu berhasil. Kenapa ga ada notifikasi yg bilang berhasil?? Kenapa malah waktu telah habis????? Sudah lapor CS tapi tidak bisa direfund katanya. Wow sekali 👎👎👎👎",1,negative
Mantap praktis,5,positive
Sayang sekali opsi bayar nya cuma pakai DANA. Sedangkan app lain lebih flexible. Tambah opsi bayar pakai transfer bank pleaseeeee,4,mixed
Very useful,5,positive
Tambahin Pembayaran Via Ovo Kalau Bisa,5,mixed
❤❤❤❤❤❤❤❤❤❤❤❤,5,negative
lebih bagus apabila hahaha,5,mixed
Is very good,5,positive
Selalu crash dan susah pesen tiket kalo udah pre-sale danbox office movie. Udah bertahun2 masih aja itu kendala terbesar error aplikasi ini. Jadi minus yg gede buat tix id,3,negative
"nice ui&ux experience, but sometime after i bought ticket, the seat i've choosen still availlable, but still great experience",5,mixed
"Aplikasi nya simple dan ga ribet, biaya nya aja agak mahal",4,mixed
easy to use,5,positive
Sangat mudah untuk memesan tiket nonton,5,mixed
payah top up minimal 100rb. kegedean,1,negative
Eror mulu mau beli tiket,1,negative
Tidak bisa merubah kursi setelah pembayaran,1,negative
Too bad Dana is d only choice of payment n somehow it's always CGV. XXI rarely appeae,3,negative
daerah bali gada? ngebug?,1,negative
"ui ux nya bagus, mudah di pakai, dan sangat bermanfaat",5,positive
mantap sdh update di android 12,5,mixed
The apps won't install after my phone upgraded to Android 12. Please release the update ASAP,1,negative
Gak bisa terbuka appnya di android 12,1,negative
pengalaman pertama not bad,5,mixed
"Very membatu coy! In Indonesia,",5,negative
"Can't open please don't tell me what to do, just fix it",1,negative
"UI saat booking seat sangat membingungkan, harusnya posisi tulisan ""Layar"" lebih diperjelas lagi atau mungkin seharusnya posisinya di atas bukan di bawah.",3,negative
Stupid update,1,negative
ME TOO. I can't use the app after upgraded my phone to Android 12.. FIX the problem you mfck!,1,negative
Cannot update app on android12,1,negative
The application can't be updated after upgrading to android 12.,1,negative
Can't updated and or can't reinstall tho. Please fix it. Samsung Android 12,1,negative
Cannot do update on Android 12.,1,negative
Can't install upgrade on Android 12 !,1,negative
Experience the same after upgrading to android 12. But tix id only respond by saying please email to blablabla... Why not fix and give us update immediately??! Why making it so hard to use??,1,negative
"Tidak bisa di update, belum kompatibel dgn Android 12 (One UI 4.0) di Galaxy S21 Ultra, mohon segera diperbaiki.. 🤦🏻‍♂️",1,negative
Not support Android 12. Please fix,1,negative
So far so good,5,positive
simple & easy 👍🏻,5,positive
Ok,5,mixed
"I can't use it after I upgrade to Android 12. It just dissappeared and I can't install it back, I lost my ticket that I have ordered. Please fix it immediately.",2,negative
Praktis kalo mau nonton tinggal beli disini,5,N/A
fix your apps for android 12 fix it please,1,negative
"Hp baru upgrade ke android 12, tix id tdk bs diinstall. Tlg diupdate segera. Thanks.",2,negative
Mantap,5,mixed
Goooood,5,positive
Can't update using samsung galaxy S21 plus (android 12),2,negative
Ga bisa update!!! Sekali coba uninstall trus re-install malah ga bisa di download 🙈 please fix the issue.,2,negative
One of the best Cinema ticket selling app in Indonesia,5,positive
"Per hari ini mendadak tdk bisa update, sy tes uninstall dan install ulang, sekarang malah tdk bisa install. Ada masalah ya? Android 12 S21 Ultra",1,negative
"Asik banget nih, bisa liat pilihan film2 bioskop, pilihan voucher buat langganan streaming, sama ada film2 streaming online di play store juga, mantap lah!!",5,positive
aplikasi sangat membantu,5,positive
Very good application for movie ticket,5,positive
Beli tiket sampai 5x loading terus. Saldo tidak terpotong memang. Tapi kan bikin kesel mau nonton film eh gak bisa meski jadwal dan studio tersedia. Padahal kursi terpilih masih kosong dan berjarak sesuai protokol covid-19. Tolong di perbaiki.,2,negative
Access pas aktif dana dan bayar pake dana masih kurang smooth,4,mixed
It works well,5,positive
Helpful,5,mixed
awesome,5,positive
Mudah untuk membeli tiket nonton,5,mixed
Best movie theater apps. Please add more promos and benefit.,5,mixed
Symple,5,negative
Sangat berguna bila sering nonton film di bioskop...,5,mixed
Good,5,N/A
Make life easier,5,positive
"Kursi yg available di tix sama di bioskop (saat itu xxi) tidak sinkron, kursi paling atas di tix masih ada, tapi di xxi udh booked.",3,negative
Can't even download it,1,negative
Keren,5,positive
"Susah connect kedana nya, stuck saat menyambungkan",1,negative
Nice apps,5,positive
Menarik...dan mudah,5,mixed
Sangat membantu. Gapake antri lagi,5,positive
Mau beli tiket selalu otomatis refund. Hadehhh. Udah repot-repot topup dana pula,5,negative
"mantap. sejauh ini belom pernah kena kendala, beli tiket gak ada semenit lgsg konfirm",5,positive
Good and user friendly,5,positive
"Sangat membantu, dan mudah",5,positive
Easy,5,mixed
make transactions easy without queuing!,5,positive
good,5,positive
"Pembayaran maksa banget harus pakai Dana!! aplikasi korupsi jaman now, no ga aktif uang ga bisa dibalikin.. Selama tix.id kerja sama dgn Dana, tidak akan saya download lagi!!!",1,negative
goof,5,mixed
can't sign in,1,negative
Practical and helpful.,4,positive
"Gw dah lama pake aplikasi ini. Cuma baru kali ini gw KECEWA..!! MENGENAI KEBIJAKAN yg g to do POINT! LEBIH BAIK DIberitahukan jelas diAplikasi :""WAJIB VAKSIN"". G Perlu kata"" terdftr di aplikasi PeduliLindungi bla bla, informasinya KECIL LAGI...!! gw udah bayar via aplilasi eh nympe lokasi kena tolak nying!",1,negative
Excellent.. easy to use..,5,positive
Well... Sekarang dapet bintang 5 soalnya udah bisa pesen tiket buat semua macem bioskop... Good job TIX.ID... And thanks for your services 👍👍👍👍,5,positive
Sangat membantu untuk booking tiket dan melihat jadwal film yang sedang tayang,5,mixed
Mantap..,4,mixed
good,5,positive
bodoh kalo payment dipaksa via dana,1,negative
Uwow,5,positive
Good,5,positive
Bagus bgt,5,positive
Very Nice Application,5,positive
Really nice,5,positive
BEST!,5,positive
Ada biaya layanan haha beli offlen aja lah,1,negative
User friendly dan UI yang sangat menarik,5,mixed
Best,5,N/A
okeee,5,mixed
Kereen bangeeeet,5,mixed
Gabisa pakai selain dana,1,negative
Ringkasan order loading terus!,1,mixed
great,5,positive
cuma bisa bayar pakai dana. sangat tidak efektif,1,negative
Aplikasinya bagus dan mudah penggunaannya,5,positive
Well,5,mixed
"Gampang dan praktis digunakan, pesen tiket no antri, mantep pokokny",5,mixed
Speed booking,5,mixed
Perfect,5,positive
Mudah dan cepat,5,positive
Best one,5,positive
"Sudah server sering down, gagal transaksi, customer servicenya sangat buruk sekali.",5,negative
Good,5,N/A
Good,5,N/A
Mantul,5,mixed
"Saran buat TIX ID. Kalo saya sudah pilih bioskop,trus pilih film, jangan lagi di menu film tersebut keluar lagi lokasi bioskop. Muter2 itu namanya",1,negative
"Mau beli tiket setengah mati loading 5 menit+ padahal sinyal lancar, WiFi 50mb/s, trs wktu ngulang aplikasinya diblng dah kosong padahal blm bayar",3,negative
"Updated : sangat membantu, simple, dan terpercaya. Apabila ingin ditingkatkan bisa ditambah fitur update/rating dari orang2 yang sudah menonton, sehingga dapat mendorong preferensi orang dalam memilih film.",5,positive
"Udah lama pake ini aplikasi, so far bagus 👌",5,positive
Good apps,5,positive
easy app to use. i love it.,5,positive
👍,5,N/A
Sangat informatif,5,mixed
"Pengalaman pertama kali ok. Tp kenapa cuma dana? Lebih baik jika ada provider lain, mungkin ovo...",4,mixed
Praktis,5,positive
"App is good but the payment options are far too limited. I used to be able to use CC, but now I have to use DANA? Why? I don't want yet another digital wallet!",3,mixed
Convenient,5,mixed
Keren,5,mixed
Awesome,5,positive
Good,5,N/A
Ez to use,5,positive
So easy to book the ticket,4,positive
"Aplikasi nya user friendly, cuman apa memang pembayarannya cuma bisa pake dana aja ya ? Atau saya saja yang tidak tahu cara ganti pembayarannya",5,mixed
nice app and very usefull for moviegoers,5,positive
"Mau ganti nomor hp, pas isi otp dijawab 'user salah'. Pas mau logout dijawab 'terjadi kesalahan'. Ribet amat mau nonton di bioskop. Ya sudah.",1,negative
Very helpful...useful..i love it,5,positive
Very helpful app,4,positive
Nyobain buat nonton ke bioskop setelah hampir 2 tahun tidak ke bioskop,4,mixed
Bagus dan membantu,5,positive
Good,5,N/A
membantu sekali! 👍🏻,5,mixed
Sangat mudah membeli tiket seantero indonesia. Terima kasih M-Tix 🙂,5,positive
Good,5,positive
Beli tiket jd gampang utk kami yg hobi nonton,5,mixed
good,5,positive
So far so good,4,positive
Aplikasi ini sip.,5,mixed
oke banget gausa antre di bioskop,5,mixed
Good,5,N/A
"3 jam berusaha beli tiket gagal terus, sampai install ulang juga masih gagal. Ketika klik beli, loading terus sampai sesi berakhir. Saya ulang sampe 10 kali lebih juga sama, coba connect wifi juga sama.",1,negative
Good,5,N/A
"Hari sabtu kemarin rencana nntn sang chi kacau gara2 udah pesen tiket lewat tix id tp g bs masuk karena bawa anak kecil, akhirnya petugas menyarankan untuk di refund aja. Tp setelah di tunggu 1x24 jam seperti yg petugas janjikan, dana refund ttp blm masuk ke aplikasi. Trus saya harus mengadu kmn lg karena posisi di luar kota dan tidak bisa bolak-balik ke XXI buat ngurus refund",1,negative
Beli tiket ga pake antri lagi,5,mixed
Baik,5,N/A
"Aplikasinya bagus, barusan saya mencobanya tidak ada masalah. Sedikit tambahan aja, kalo pembayarannya ditambah gojek sama ovo, biar ndak ke dana saja. Dan juga untuk bookingan, saya sarankan untuk kursi yang trlah di booking orang diberi warna, biar tidak bingung dengan mana yang sudah dibooking dan mana yang dibuat batasan karena ppkm Terimakasih",5,positive
Very usefull,5,positive
Coolll....,5,mixed
"UI NYA SAYA SUKAAAAAAAAA, KEREN!",5,mixed
Memudahkan pembekian gausah ngantri,5,negative
"Jelek bgt. Pelayanan nya 0 besar. Sudah di beli tp ga ad barcode tiketnya. 
Malah harus beli manual. Buat yg belom download mendingan gausah deh. Ga 
recommend 👎👎👎👎👎",5,negative
Very helpful...no need to get in line to buy movie tickets ...,5,positive
Very good app,5,positive
Great,5,positive
Smart live styling in the new era,5,mixed
Mantap,5,mixed
Keren,5,positive
Mempermudah untuk membeli tiket.,5,mixed
Good,5,N/A
Not bad,5,mixed
Ok,5,positive
Ok,4,positive
It's one and only movies apps who's got friendly user interface!,5,positive
very helpful <3,5,positive
Good,5,mixed
It helps a lot to buy tickets during this pandemic 👍🏻,5,positive
Useful User Friendly.,5,mixed
mudah & praktis 👍,5,positive
"it's very easy, include all the movie theater, and so convenient!! Thank you",5,positive
useful & easy,4,positive
Sudah mulai semakin baik. Tingkatkan terus. Jaga prokes,5,mixed
"Does not recognize, does not show current movies. Will not accept activation code sent to email",1,negative
Nigma,5,mixed
Great apps,5,positive
Hate it,5,negative
"Mantaaap, good app",5,positive
So easy to use for booking movies ticket 👍,5,positive
Simple,5,negative
Good,5,N/A
Helpfull👍👍,5,positive
"Poin udah banyak tapi ga bisa di gunakan untuk apa apa , percuma juga , tolong ditingkatkan",3,negative
Easy To Application,5,positive
ga ada tiket yg available sm sekali?,3,mixed
uh,5,mixed
helpful,5,N/A
Uwaaw,5,mixed
Mudah.,5,mixed
"great n helpfully, but please reduce the admin cost",5,mixed
Good,5,N/A
"Okkkeeyy,, sering2 dpt poin yah",5,mixed
praktis,5,mixed
NICE,5,mixed
Sangat membantu. Istimewa!,5,mixed
Like,5,N/A
Nice,5,positive
Good app,5,N/A
Lumayan mudah digunakan. Pembayaran menggunakan Dana & itu bagus artinya saldo yg ada di dlmnya ga cm bisa dipake beli tiket tp bs jg buat belanja di outlet ato e-commerce yg mendukung. Tp sayangnya Fee nya 2x lipat dibanding aplikasi sejenis,3,mixed
👏👏👏,5,positive
Sangat membantu utk beli tiket tanpa harus antri dan pembayaran praktis via e-wallet,4,mixed
"After I bought the ticket, I checked again on the seat I bought and it was still available. Please immediately upgrade the system to update the latest available ticket to avoid cases of buying tickets with the same seat by different people, thanks. Best regards",3,mixed
Great app,5,positive
"so far it's the best app in terms of movie scheduling from two of the biggest cinemas in indonesia. i have a suggestion, can you please make the cinemas in bali and denpasar into one? it's kinda annoying when i have to check the XXI schedule in denpasar and Cinepolis in bali. with the two becoming one single location, I don't have to always change my location to compare the schedule between the two. thank you",5,positive
"Honestly, what's the point of LoyalTIX points if there's none available voucher to change with it. Just make LoyalTIX point as discount point for the next order instead. 1 LoyalTIX point equal as Rp. 1,-. That's fair. I always using TIX ID as it's the most complete movie ticket app for all studios, yet I don't feel you recognize our loyalty at all.",2,negative
Good,5,N/A
Biaya adminnya mahal banget,3,negative
Sangat memudahkan walaupun kena admin,5,mixed
Nice fast,5,positive
Good,5,positive
Easy to use..,5,positive
"Great yet simple app, not all cine avlb tho but at least no need to line up for next ticketing",5,mixed
"mudah , sangat membantu cek harga , cek kesediaan kursi, cek film sukaa bgt poko nya, klo.lagi rame rame nya bisa booking duluu",5,N/A
Usefull very,5,mixed
"enak dilihat, lancar, dan mudah digunakan.",5,positive
Aplikasi mantap,5,mixed
"Reward loyalty point nya dong, numpuk nih 😂",5,mixed
Once I failed to scan the barcode. Msih dikenakan pajak juga jika order lewat Tix Id,3,negative
Nice,5,mixed
Good,5,N/A
Great,5,positive
easy app .,5,positive
kereeen nich beli tiket gk perlu antri lgs cuss,4,negative
Gampang dipakai dengan Dana,5,positive
FORCE CLOSE TERUS AJA TIAP MILIH KOTA. SIALAN,1,negative
use this code to get voucher XHCUP4 :),5,mixed
Mantap betol,5,mixed
not bad,4,mixed
oke bingits,5,mixed
Mantul,4,negative
Nice,5,mixed
Sukaaaa!! Semoga banyak promo nya,5,mixed
"Pembayaran minimum 100.000 dan fee admin 5.000 kode VA pembayaran harus tulis manual Hey cuy, d app tetangga g musti kyak d atas kode VA otomatis dan pengisian langsung sesuai nominal pembelian",1,negative
erorrr,1,mixed
Very helpful,5,mixed
So easy,5,positive
cool,5,mixed
Helpfull,5,N/A
memudahkan nonton bioskop,5,mixed
Great,5,positive
Kerenn,5,mixed
"klo bisa harganya dikasih diskon, hehe",5,mixed
Mudah Cepat dan Akurat. Apalagi link ke Dana jd makin mudah transaksi nya.,5,mixed
Good,5,N/A
Naise,5,negative
Banyakin promo lagi pakai DANA dong.,5,negative
Mantap,5,positive
Gud,5,positive
"Mudah digunakan, UI enak dan nyaman",4,mixed
Nice for booking ticket.,5,positive
Easy-to-use,5,positive
Good,5,N/A
Good. Membuat lebih praktis,5,N/A
"Biaya admin mahal, per tiket pula. Trus ada loyaltix poin buat apa kalo gaada yanv bisa ditukerin?? Hadehh",2,negative
So Easy To Get A Tickets ! Thank U TIX ID,5,positive
"Mudah, cepat, praktis, ringkas",5,mixed
"Mudah transaksinya, studio XXI prosesnya cepet",5,positive
Proses Pembayaran Cepat dan Mudah.,5,positive
Good,5,N/A
Nice,5,positive
"Lemot bgt pas mau beli tiker, gue udh pake telkomsel yg selalu cepat cuk. Tolong lah diperbaiki. Gmn mau cashless and contactless ini coy!",1,negative
Good..,5,positive
"Hebat, bisa meluluhkan XXI buat diajak kerjasama hahaha",5,mixed
Like it,4,positive
Star showing rating,5,positive
Best tiket sale,5,mixed
"Aplikasinya mudah digunakan, pembayaran dengan dana jauh lebih menyenangkan apabila banyak promo ...",5,positive
Ini aplikasi memudahkan banget .. ga perlu antrikkk dan real time bgt,5,positive
Useful app,4,positive
"Overall bagus, tapi pembayarannya tambah yg lain dong",5,mixed
Nice apps,5,positive
"Great app, thx",5,positive
Kok sudah bayar tapi belum ada e-ticketnya gimana ini ?,5,negative
Good lah pokoke,5,N/A
Bagus,4,positive
Aplikasi terbaik untuk booking dan beli tiket bioskop di Indonesia 👍🏻,5,positive
"Tolong y gan, tiket saya ""sedang diproses"" udah hampir 3 jam ini gimana? Adminnya nggk ketiduran kan?",5,negative
"Overall bagus app nya dan sangat mudah digunakan, tapi biaya adminnya kemahalan hehe",5,mixed
Good,5,N/A
Sangat membantu dimasa saat ini,5,mixed
"mantaab, sangat memudahkan",5,mixed
"update gak update, sama aja gak ada bedanya",3,mixed
Awesome ...,5,N/A
Keren banget,5,mixed
awesome,5,positive
Alangkah baiknya kalau ditambahkan metode pembayaran lain selain dana,2,negative
"Memudahkan kita kalau mau nonton, tidak perlu repot buru2 ke Bioskop, karena tiket dan seat kita sdh aman",5,mixed
Bagus bagus,5,positive
Aplikasi mantap dan internasional,5,mixed
Useful and praktisss,5,positive
Update terusss -_-,5,negative
Goood,5,positive
Tidak bisa pilih tanggal untuk pembelian tiket,2,negative
not bad so far,4,mixed
Great app,5,positive
Good,4,N/A
"Sangat berguna,, ketika ingin nonton film tanpa harus datang ke bioskop dahulu 😅👍👍 sukses min buat aplikasi nya",5,positive
Good apps. So easy to used.,5,positive
"It is easy to use, no need to queue, very recommended",5,positive
Membantu bgt,5,mixed
Love it,5,positive
Good,5,N/A
Praktis,5,mixed
Nice 👍,4,positive
"ga bisa update, sudah di unindtall lalu install lagi stuck di 71%, install apk lain aman aman saja",1,negative
Excelent,5,mixed
Nice apps. Easy for used and helpful for booking ticket. Especially cinema ticket,5,positive
Good aplication,5,positive
Nice to have this app. Watching movies in a cinema never been this easy,5,positive
"Can't top up or buy tickets with BCA card. System busy message. Trying to buy 8 tickets, tried to top up. Nothing works. If company doesn't want to take my money I give up.",1,negative
Gak bisa dibuka habis update. Tulisannya error. :(,3,negative
"Sebenarnya cukup berguna, namun pilihan pembayaran sangat terbatas yaitu dengan DANA sehingga sulit jika tidak punya akun DANA",2,mixed
"3 bintang dulu deh, abisnya point2 yang udah dikumpulin dari dulu belum bisa dituker jadi kupon hehe",3,mixed
Sangat mudah digunakan,5,positive
Mudah digunakan,5,mixed
"Edit star to 3 star. What's the point of LoyalTIX? For every transaction i get LoyalTIX, but what should I do with that? I can't find something to redeem on ""SHOP"" which writen on the FAQ, which SHOP is actually is titled as Reward LoyalTIX. The last ""voucher"", promo, or program that have been expired was on 2018. OMG... We are user that loyal to TIX, everytime i want to see the movie, i'm order it on TIX. But, where are TIX loyalty to their loyal customer? Remember loyalty is a 2-way.",3,negative
sejauh ini lumayan lah. mempermudah beli tiket kalau mau nonton. tapi sayangnya.. ga ada top up saldo DANA melalui BNI. yang mana membuat uang di atm saya (hampir) selalu berkurang banyak karena harus terkena charge saat isi top up.,5,mixed
Jcu,5,mixed
Simple and easy.,5,mixed
Its great to book some movies,5,mixed
"Boleh ditambahkan untuk pembayaran e-wallet seperti linkaja, ovo, gopay dll",5,mixed
"Tidak tersedia akun 'Shop' di penukaran poin dan poin hangus saat pandemi, padahal Bioskop tutup jd blm digunakan",1,negative
"Suka error, tiap kali mau beli tiket ga bisa ke akses. Loading yg super lama. Untuk login atau daftar aja error mulu. Tolong segera diperbaikin",5,negative
Nice,5,mixed
Ok,5,positive
Good app,5,N/A
Easy to use and very helpfull,5,positive
"Sangat efisien. Bisa booking seat, tanpa harus ke theater-nya langsung",5,positive
Guuampang banget pakenya plus enak buat mesennya 👍👍👍👍,5,positive
"Kalo gitu semoga banyak voucher dan diskon, wkwkwk",5,positive
Very usefully..,5,positive
Mantap lah. Pesan tiket jadi lebih mudah.,5,mixed
I love this apps,5,positive
😍😍,5,positive
Good,5,N/A
good,5,positive
Kursi G diambil orang terus hehe,5,mixed
nice,5,mixed
Nice apps,5,positive
👍,5,positive
Good,5,N/A
Simpel,5,mixed
Good,5,N/A
Mantap,5,positive
Good app,5,N/A
Nice,5,mixed
Nice..easy to used,5,positive
Awesome,5,positive
"good apps,,",5,N/A
Nice,5,positive
Makin kesini makin susah dapet buy 1 get 1 hm,5,negative
kenapa ketika waktu buka aplikasi selalu muncul kalimat sambungan tidak aman?,5,mixed
Bad app. Uninstall very soon,4,negative
Very good app. Really easy to use and sometimes theres discount.,5,positive
Ok,5,positive
Mempermudah,5,mixed
"Easy to use, but quit expensive fees for purchase",2,mixed
😁,4,positive
"kurang 1 bintang karena tidak ada pembelian untuk besok hari (edited, sudah ada)",5,negative
Good,5,N/A
Mana Nobody 2021? Kenapa tidak diputar?,3,mixed
Lebih mudah plus cepet apalg di era covid ini,5,mixed
juoooosss,5,mixed
Hanya bisa pske DANA. Worthless.,1,negative
Good app,5,positive
I'm really love it. It's so helping me.,5,positive
Good,5,N/A
Mantaps,5,negative
"Error dan lambat, kayanya lagi down ni kebanyakan user. Diperbaiki tolong kedepannya.",5,negative
Very helpfull,5,positive
Very usefull,4,positive
is so easy....,5,mixed
Good,4,N/A
Lag. Not responding pas mau bayar.,1,negative
Easy to use...,5,positive
Easy and helpful,5,positive
"""Noice!"" as the wise phrase of Jake Peralta.",5,negative
Only one payment available,1,negative
Mantul,5,mixed
i cant top up with dana,2,mixed
